Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Category,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Parallel Universe,Special?,Error Immune,Show Gold,Appears For Parts,Hide Reuseable,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: End Turn,Script: On any equipment use,Script: Before execute,Script: On Snap,Script: On Fury,Script: On any countdown reduce
Berlin Massachusetts Key,Get a dice you already have|[gray](Reuseable),1,var seen = []; for (mydice in self.dicepool){ if (mydice.available() && mydice != actualdice[0] && seen[seen.indexOf(mydice.basevalue)] == null ){ seen.push(mydice.basevalue); } } if(seen.length > 0) { shuffle(seen); givedice(seen[0]); } else { givedice(d); self.textparticle(~Only 1 dice!~); },Light Switch,NORMAL,,ITEM,PINK,change_power,removereusable,,none,2,YES,NO,NO,NO,NO,NO,NO,NO,1,,,,,,,,,,
Berlin Massachusetts Key_upgraded,Get a dice you already have|[gray](Reuseable),1,var seen = []; for (mydice in self.dicepool){ if (mydice.available() && mydice != actualdice[0] && seen[seen.indexOf(mydice.basevalue)] == null ){ seen.push(mydice.basevalue); } } if(seen.length > 0) { shuffle(seen); givedice(seen[0]); } else { givedice(d); self.textparticle(~Only 1 dice!~); },Light Switch,NORMAL,,ITEM,PINK,,,,none,3,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Slim Jim,Split a <double> in two,1,if(d < 4){ var doub = d * 2; givedice(split(doub)| ~splitdice~); } else if(d == 4){ var r = rand([6|5|4|3|2]); givedice([r|8 - r]| ~splitdice~); } else if(d == 5){ var r = rand([6|5|4]); givedice([r|10 - r]| ~splitdice~); } else { givedice([6|6]| ~splitdice~); },Trinity,MAX4,,ITEM,GREEN,simplify,change_power,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,1,,,,,,,,,,
Slim Jim_downgraded,Split a <d6> in two,1,givedice(split(d)| ~splitdice~);,Trinity,MAX4,,ITEM,GREEN,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Retreat,Odd: convert half of your [shield] to HP|Even: return the dice,2,if(d % 2 == 1) {attackself(getstatusself(SHIELD) * -0.5); removestatusself(SHIELD|getstatusself(SHIELD) * 0.5);} else {givedice(d);},Regenerate,NORMAL,,ITEM,ORANGE,change_power,change_function,,_heal,0,YES,NO,YES,YES,NO,NO,NO,NO,1,,,,,,,,,,
Retreat_upgraded,Odd: convert half of your [shield] to HP|Return the dice,2,if(d % 2 == 1) {attackself(getstatusself(SHIELD) * -0.5); removestatusself(SHIELD|getstatusself(SHIELD) * 0.5);} givedice(d);,Regenerate,NORMAL,,ITEM,ORANGE,,,,_heal,0,YES,NO,YES,YES,NO,NO,NO,NO,,,,,,,,,,,
Retreat_downgraded,Convert half of your [shield] to HP,2,if(d % 2 == 1) {attackself(getstatusself(SHIELD) * -0.5); removestatusself(SHIELD|getstatusself(SHIELD) * 0.5);} else {givedice(d);},Regenerate,ODD,,ITEM,ORANGE,,,,_heal,0,YES,NO,YES,YES,NO,NO,NO,NO,,,,,,,,,,,
Watering Can,Dice value -1|(Cost [mana]1[]: return two dice),1,if(getstatusself(MANA) > 0) { removestatusself(MANA|1); if(d < 3) { givedice([1|1]); } else { givedice([d-1|d-2]); } } else { givedice(d-1); },Meganudge,MIN2,,ITEM,BRIGHTCYAN,change_power,complicate,,,0,YES,NO,YES,YES,NO,NO,NO,NO,1,,,,,,,,,,
Watering Can_upgraded,Dice value -1|(Cost [mana]1[]: return two dice)|[gray](Reusable),1,if(getstatusself(MANA) > 0) { removestatusself(MANA|1); if(d < 3) { givedice([1|1]); } else { givedice([d-1|d-2]); } } else { givedice(d-1); },Meganudge,MIN2,,ITEM,BRIGHTCYAN,,,,,2,YES,NO,YES,YES,NO,NO,NO,NO,,,,,,,,,,,
Sucker Punch,Do [sword]6[;] return both dice|[gray](must be first action),1,attack(6); givedice([actualdice[0].basevalue|actualdice[1].basevalue]);,Shuriken,NORMAL|NORMAL,8,WEAPON,GREEN,change_power,change_power,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,if(!onlimit) { if(e.availablethisturn == true) { if((actualdice[0] == null # actualdice[1] == null) && e.availablethisturn == true) { e.animate(~flashandshake~); e.availablethisturn = false; } else if(actualdice[0].basevalue + actualdice[1].basevalue != 9 && e.availablethisturn == true) {e.animate(~flashandshake~); e.availablethisturn = false; } } },,,,
Sucker Punch_upgraded,Do [sword]6[;] return both dice|[gray](must be second action),1,attack(6); givedice([actualdice[0].basevalue|actualdice[1].basevalue]);,Shuriken,NORMAL|NORMAL,8,WEAPON,GREEN,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,self.setvar(~lstrike~[;]0); e.availablethisturn = false,,self.setvar(~lstrike~[;]0); e.availablethisturn = false,,,if(!onlimit) { self.setvar(~lstrike~[;]self.getvar(~lstrike~)+1); if (self.getvar(~lstrike~) == 1 && e.availablethisturn == false) { e.animate(~flashandshake~); e.availablethisturn = true; } if (self.getvar(~lstrike~) > 1) { if((actualdice[0] == null # actualdice[1] == null) && e.availablethisturn == true) { e.animate(~flashandshake~); e.availablethisturn = false; } else if(actualdice[0].basevalue + actualdice[1].basevalue != 9 && e.availablethisturn == true) {e.animate(~flashandshake~); e.availablethisturn = false; } } },,,,
Sucker Punch_downgraded,Do [sword]6[;] return a dice|[gray](must be first action),1,attack(6);  var returndice = rand([actualdice[0].basevalue|actualdice[1].basevalue]); givedice(returndice);,Shuriken,NORMAL|NORMAL,8,WEAPON,GREEN,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,if(!onlimit) { if(e.availablethisturn == true) { if((actualdice[0] == null # actualdice[1] == null) && e.availablethisturn == true) { e.animate(~flashandshake~); e.availablethisturn = false; } else if(actualdice[0].basevalue + actualdice[1].basevalue != 9 && e.availablethisturn == true) {e.animate(~flashandshake~); e.availablethisturn = false; } } },,,,
Innovate,Get a dice you don't have,1,var notseen = [1|2|3|4|5|6]; notseen.remove(d); for (mydice in self.dicepool){ if (mydice.available() && notseen[notseen.indexOf(mydice.basevalue)] != null) {notseen.remove(mydice.basevalue);} } if (notseen.length == 0) {givedice(d); self.textparticle(~You've got all dice!~);} else { shuffle(notseen); givedice(notseen[0]); },Reroll,NORMAL,,ITEM,GREEN,change_power,change_power,,,0,YES,NO,NO,NO,NO,NO,NO,NO,1,,,,,,,,,,
Innovate_upgraded,Get a dice you don't have|,1,var notseen = [1|2|3|4|5|6]; notseen.remove(d); for (mydice in self.dicepool){ if (mydice.available() && notseen[notseen.indexOf(mydice.basevalue)] != null) {notseen.remove(mydice.basevalue);} } if (notseen.length == 0) {givedice(d); self.textparticle(~You've got all dice!~);} else { shuffle(notseen); givedice(notseen[0]); },Reroll,NORMAL,,ITEM,GREEN,,,,,2,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Innovate_downgraded,Get a 4[;] if you don't have one,1,var flag = true; for (mydice in self.dicepool){ if (mydice.available() && mydice.basevalue == 4 {flag = false; } } if (flag == false) {givedice(d); self.textparticle(~You've got a 4!~);} else { givedice(4); },Reroll,NORMAL,,ITEM,GREEN,,,,,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Broadkunai,Do [sword]<double> damage|[gray](Reuseable),1,attack(d*2);,Steal,MAX2,,WEAPON,RED,change_power,decreaserange,,_damage,3,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Broadkunai_upgraded,Do [sword]<double> damage|[gray](Reuseable),1,attack(d*2);,Steal,MAX2,,WEAPON,RED,,,,_damage,-1,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Hell's Bells,Inflict [fire]1 burn per|[weaken]1 weaken on enemy,1,inflict(FIRE|getstatus(WEAKEN));,Hellfire,COUNTDOWN,18,ITEM,RED,change_power,change_function,,_fire,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Hell's Bells_upgraded,Inflict [fire]1 burn per|[weaken]1 weaken on enemy,1,inflict(FIRE|getstatus(WEAKEN));,Hellfire,COUNTDOWN,12,ITEM,RED,,,,_fire,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Hell's Bells_downgraded,Inflict [fire]1 burn per|[weaken]2 weaken on enemy,1,var f = getstatus(WEAKEN) * 0.5; if (f % 1 != 0) { f = f - 0.5 } inflict(FIRE|f);,Hellfire,COUNTDOWN,18,ITEM,RED,,,,_fire,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Hell's Bells_weakened,Inflict [fire]1 burn per|[weaken]2 weaken on enemy,1,var f = getstatus(WEAKEN) * 0.5; if (f % 1 != 0) { f = f - 0.5 } inflict(FIRE|f);,Hellfire,COUNTDOWN,12,ITEM,RED,,,,_fire,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Jingle Bells,Inflict [ice]1 freeze per|[weaken]1 weaken on enemy,1,inflict(ICE|getstatus(WEAKEN));,Arctic Storm,COUNTDOWN,18,ITEM,BRIGHTCYAN,change_power,change_function,,_ice,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Jingle Bells_upgraded,Inflict [ice]1 freeze per|[weaken]1 weaken on enemy,1,inflict(ICE|getstatus(WEAKEN));,Arctic Storm,COUNTDOWN,12,ITEM,BRIGHTCYAN,,,,_ice,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Jingle Bells_downgraded,Inflict [ice]1 freeze per|[weaken]2 weaken on enemy,1,var f = getstatus(WEAKEN) * 0.5; if (f % 1 != 0) { f = f - 0.5 } inflict(ICE|f); // the f is for freeze,Arctic Storm,COUNTDOWN,18,ITEM,BRIGHTCYAN,,,,_ice,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Jingle Bells_weakened,Inflict [ice]1 freeze per|[weaken]2 weaken on enemy,1,var f = getstatus(WEAKEN) * 0.5; if (f % 1 != 0) { f = f - 0.5 } inflict(ICE|f);,Arctic Storm,COUNTDOWN,12,ITEM,BRIGHTCYAN,,,,_ice,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Ground Wire,Inflict [shock]1 shock per|[weaken]1 weaken on enemy,1,inflict(SHOCK|getstatus(WEAKEN));,Electrify,COUNTDOWN,18,ITEM,YELLOW,change_power,change_function,,_shock,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Ground Wire_upgraded,Inflict [shock]1 shock per|[weaken]1 weaken on enemy,1,inflict(SHOCK|getstatus(WEAKEN));,Electrify,COUNTDOWN,12,ITEM,YELLOW,,,,_shock,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Ground Wire_downgraded,Inflict [shock]1 shock per|[weaken]2 weaken on enemy,1,var f = getstatus(WEAKEN) * 0.5; if (f % 1 != 0) { f = f - 0.5 } inflict(SHOCK|f); // the f is for fuckiambeinghitbyalightningbolt,Electrify,COUNTDOWN,18,ITEM,YELLOW,,,,_shock,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Ground Wire_weakened,Inflict [shock]1 shock per|[weaken]2 weaken on enemy,1,var f = getstatus(WEAKEN) * 0.5; if (f % 1 != 0) { f = f - 0.5 } inflict(SHOCK|f);,Electrify,COUNTDOWN,12,ITEM,YELLOW,,,,_shock,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Drill,Inflict [weaken]<d6> weaken,2,inflict(WEAKEN|d);,Burrower,MAX3,,WEAPON,ORANGE,change_power,change_function,,_weaken,0,NO,NO,YES,NO,NO,NO,NO,NO,,,,,,,,,,,
Drill_downgraded,Do [weaken]<d6> damage,2,attack(d|WEAKEN);,Burrower,MAX3,,WEAPON,ORANGE,,,,_weaken,0,NO,NO,YES,NO,NO,NO,NO,NO,,,,,,,,,,,
Drill_upgraded,Do [weaken]<d6> damage[;] then|inflict [weaken]<d6> weaken,2,attack(d|WEAKEN); inflict(WEAKEN|d);,Burrower,MAX3,,WEAPON,ORANGE,,,,_weaken,0,NO,NO,YES,NO,NO,NO,NO,NO,,,,,,,,,,,
Dril,i love saiyng shit like [quote]Yow!|This kittens got Claws![quote]|whenever a woman stabs|me <var:yow> times in the neck|and chest,2,attack(1);,Throw Dice,COUNTDOWN,45,WEAPON,ORANGE,,change_power,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,self.setvar(~yow~|38);,,,,if (self.getvar(~yow~) > 0) { inflictself(FURY); self.setvar(~yow~|self.getvar(~yow~)-1); },,e.preventdefault = true; e.maintainfury = true;,
Dril_downgraded,setting foward the|doomsday clock a little bit|because i saw a guy with|yakuza tattoos knifing the|shit out of a mattress,2,jinx(~Doomsday~|~take [sword]38 damage~|~Take [sword]38 damage~|~attack(38); sfxdamage(null|38);~|target|self|2|(d * 3));  sfx(~_thinghappens~);,Throw Dice,COUNTDOWN,45,WEAPON,RED,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Kale Bat,Do [sword]<slotdoubles>. If this defeats[;]|gain max HP equal to excess|damage[;] and destroy this,2,var thp = target.hp; attack(d); if(target.hp <= 0){ var gain = thp - d; gain -= getstatus(~alternate_weaken~); gain -= getstatusself(~extradamage~); gain += getstatus(~reduce~); if(gain < 0) { self.maxhp -= gain; attackself(gain); sfx(~_heal~); } e.name = ~ncrsaysremovethis~; removeequipment(~ncrsaysremovethis~); },Healthy Eating,DOUBLES|DOUBLES,,WEAPON,GREEN,change_power,change_function,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Kale Bat_upgraded,Do [sword]<d6>. If this defeats[;]|gain max HP equal to excess|damage[;] and destroy this,2,var thp = target.hp; attack(d); if(target.hp <= 0){ var gain = thp - d; gain -= getstatus(~alternate_weaken~); gain -= getstatusself(~extradamage~); gain += getstatus(~reduce~); if(gain < 0) { self.maxhp -= gain; attackself(gain); sfx(~_heal~); } e.name = ~ncrsaysremovethis~; removeequipment(~ncrsaysremovethis~); },Healthy Eating,NORMAL,,WEAPON,GREEN,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Kale Bat_downgraded,Do [sword]6. If this defeats[;]|gain max HP equal to excess|damage[;] and destroy this,2,var thp = target.hp; attack(6); if(target.hp <= 0){ var gain = thp - 6; gain -= getstatus(~alternate_weaken~); gain -= getstatusself(~extradamage~); gain += getstatus(~reduce~); if(gain < 0) { self.maxhp -= gain; attackself(gain); sfx(~_heal~); } e.name = ~ncrsaysremovethis~; removeequipment(~ncrsaysremovethis~); },Healthy Eating,REQUIRE6|REQUIRE6,,WEAPON,GREEN,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Platinum Blade,Do [sword]<d6> damage. On three|6s in a row[;] start an extra|turn & take this out of play,2,attack(d); if (d == 6) { sfx(~_plasma~); } else { e.dicehistory = []; } if(e.dicehistory[0] == 6 && e.dicehistory[1] == 6 && e.dicehistory[2] == 6) { inflictself(EXTRATURN); self.endturnnow(); },Time Stop,NORMAL,,WEAPON,PINK,change_power,change_power,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,trace(e.dicehistory); if(e.dicehistory[0] == 6 && e.dicehistory[1] == 6 && e.dicehistory[2] == 6) { e.onceperbattle = true; },,,
Platinum Blade_upgraded,Do [sword]<d6> damage. On three|6s in a row[;] gain an extra|turn & take this out of play,2,attack(d); if (d == 6) { sfx(~_plasma~); } else { e.dicehistory = []; } if(e.dicehistory[0] == 6 && e.dicehistory[1] == 6 && e.dicehistory[2] == 6) { inflictself(EXTRATURN); },Time Stop,NORMAL,,WEAPON,PINK,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,trace(e.dicehistory); if(e.dicehistory[0] == 6 && e.dicehistory[1] == 6 && e.dicehistory[2] == 6) { e.onceperbattle = true; },,,
Platinum Blade_downgraded,Do [sword]<d6> damage. On three|6s in a row[;] start an extra|turn & take this out of play,2,attack(d); if (d == 6) { sfx(~_plasma~); } else { e.dicehistory = []; } if(e.dicehistory[0] == 6 && e.dicehistory[1] == 6 && e.dicehistory[2] == 6) { inflictself(EXTRATURN); self.endturnnow(); },Time Stop,REQUIRE6,,WEAPON,PINK,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,trace(e.dicehistory); if(e.dicehistory[0] == 6 && e.dicehistory[1] == 6 && e.dicehistory[2] == 6) { e.onceperbattle = true; },,,
Wrongo,Next enemy move applies|to both you and them,1,jinx(~Wrongo~|~next move applies to you as well~|~Next move applies to you as well~|~inflict(\~reversenexttarget\~); inflict(FURY); sfx(\~_fury\~);~|target|self|1|0);,Dramatic Pause,COUNTDOWN,12,ITEM,RED,change_power,change_power,fury,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,donothing();,
Wrongo_upgraded,Next enemy move applies|to both you and them,1,jinx(~Wrongo+|~next move applies to you as well~|~Next move applies to you as well~|~inflict(\~reversenexttarget\~); inflict(FURY); sfx(\~_fury\~);~|target|self|1|0);,Dramatic Pause,COUNTDOWN,8,ITEM,RED,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,donothing();,
Wrongo_downgraded,Next enemy move|applies twice,1,jinx(~Wrongo-~|~next move applies twice~|~Next move applies twice~|~inflict(FURY); sfx(\~_fury\~);~|target|self|1|0);,Dramatic Pause,COUNTDOWN,12,ITEM,RED,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,donothing();,
Wrongo_weakened,Next enemy move|applies twice,1,jinx(~Wrongo-~|~next move applies twice~|~Next move applies twice~|~inflict(FURY); sfx(\~_fury\~);~|target|self|1|0);,Dramatic Pause,COUNTDOWN,8,ITEM,RED,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,donothing();,
Wrongo?,Next enemy move applies|to both you and them[;] and|is unusable the turn after,1,jinx(~Wrongo?~|~next move applies to you as well[;] and is unusable the turn after~|~Next move applies to you as well[;] and is unusable the turn after~|~inflict(\~reversenexttarget\~); inflict(FURY); sfx(\~_fury\~);~|target|self|1|0);,Dramatic Pause,COUNTDOWN,12,ITEM,RED,change_power,change_power,,none,0,NO,NO,YES,NO,NO,NO,NO,NO,,,,,,,,,,donothing();,
Wrongo?_upgraded,Next enemy move applies|to both you and them[;] and|is unusable the turn after,1,jinx(~Wrongo?+~|~next move applies to you as well[;] and is unusable the turn after~|~Next move applies to you as well[;] and is unusable the turn after~|~inflict(\~reversenexttarget\~); inflict(FURY); sfx(\~_fury\~);~|target|self|1|0);,Dramatic Pause,COUNTDOWN,8,ITEM,RED,,,,none,0,NO,NO,YES,NO,NO,NO,NO,NO,,,,,,,,,,donothing();,
Wrongo?_downgraded,Next enemy move|applies twice[;] but is|unusable the turn after,1,jinx(~Wrongo?-~|~next move applies twice[;] but is unusable the turn after~|~Next move applies twice[;] but is unusable the turn after~|~inflict(FURY); sfx(\~_fury\~);~|target|self|1|0);,Dramatic Pause,COUNTDOWN,12,ITEM,RED,,,,none,0,NO,NO,YES,NO,NO,NO,NO,NO,,,,,,,,,,donothing();,
Wrongo?_weakened,Next enemy move|applies twice[;] but is|unusable the turn after,1,jinx(~Wrongo?-~|~next move applies twice[;] but is unusable the turn after~|~Next move applies twice[;] but is unusable the turn after~|~inflict(FURY); sfx(\~_fury\~);~|target|self|1|0);,Dramatic Pause,COUNTDOWN,8,ITEM,RED,,,,none,0,NO,NO,YES,NO,NO,NO,NO,NO,,,,,,,,,,donothing();,
Revolver,Do damage equal to|2x excess value inserted,2,var sum = 0; for (i in 0...e.dicehistory.length) { sum = sum + e.dicehistory[i].basevalue; trace(sum); } trace(~SPAM~); trace(sum); if (sum - e.countdown > 0) { attack(2 * (sum - e.countdown)); sfxdamage(2 * (sum - e.countdown)); } else { self.textparticle(~No effect!~); } e.dicehistory = []; ,Dice Bash,COUNTDOWN,9,WEAPON,RED,change_power,change_power,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Revolver_upgraded,Do damage equal to|2x excess value inserted,1,var sum = 0; for (i in 0...e.dicehistory.length) { sum = sum + e.dicehistory[i].basevalue; trace(sum); } trace(~SPAM~); trace(sum); if (sum - e.countdown > 0) { attack(2 * (sum - e.countdown)); sfxdamage(2 * (sum - e.countdown)); } else { self.textparticle(~No effect!~); } e.dicehistory = []; ,Dice Bash,COUNTDOWN,9,WEAPON,RED,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Revolver_downgraded,Do damage equal to|excess value inserted,2,var sum = 0; for (i in 0...e.dicehistory.length) { sum = sum + e.dicehistory[i].basevalue; trace(sum); } trace(~SPAM~); trace(sum); if (sum - e.countdown > 0) { attack(sum - e.countdown); sfxdamage(sum - e.countdown); } else { self.textparticle(~No effect!~); } e.dicehistory = [] ,Dice Bash,COUNTDOWN,9,WEAPON,RED,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Revolver_weakened,Do damage equal to|excess value inserted,1,var sum = 0; for (i in 0...e.dicehistory.length) { sum = sum + e.dicehistory[i].basevalue; trace(sum); } trace(~SPAM~); trace(sum); if (sum - e.countdown > 0) { attack(sum - e.countdown); sfxdamage(sum - e.countdown); } else { self.textparticle(~No effect!~); } e.dicehistory = [] ,Dice Bash,COUNTDOWN,9,WEAPON,RED,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Cubby,Receive all dice|put into this,1,givedice(e.dicehistory); e.dicehistory = []; //also make sure to add something in the on any equipment use section that checks if the card used is sneeze+; if this card is ready; and if this card's countdown is over 6; and if so do the snap thing,Magic Dice,COUNTDOWN,7,ITEM,GREEN,change_power,change_power,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Cubby_upgraded,Receive all dice|put into this,1,givedice(e.dicehistory); e.dicehistory = []; //also don't put double quotes in comments; who knew,Magic Dice,COUNTDOWN,10,ITEM,GREEN,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Cubby_downgraded,Roll a new dice,1,givedice(); e.dicehistory = [];,Magic Dice,COUNTDOWN,7,ITEM,GREEN,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Cubby_weakened,Roll a new dice,1,givedice(); e.dicehistory = [];,Magic Dice,COUNTDOWN,10,ITEM,GREEN,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Warhammer,Do [shock]10 damage[;] if filled|perfectly[;] inflict [shock]3 shock,1,attack(10|SHOCK); var sum = 0; for (i in 0...e.dicehistory.length) { sum = sum + e.dicehistory[i].basevalue; } if (sum == e.countdown) { inflict(SHOCK|3); sfx(~_shock~); } e.dicehistory = [];,Electrify,COUNTDOWN,16,WEAPON,YELLOW,change_power,change_power,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Warhammer_upgraded,Do [shock]10 damage[;] if filled|perfectly[;] inflict [shock]3 shock,1,attack(10|SHOCK); var sum = 0; for (i in 0...e.dicehistory.length) { sum = sum + e.dicehistory[i].basevalue; } if (sum == e.countdown) { inflict(SHOCK|3); sfx(~_shock~); } e.dicehistory = [];,Electrify,COUNTDOWN,12,WEAPON,YELLOW,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Warhammer_downgraded,Do [shock]10 damage[;] if filled|perfectly[;] inflict [shock]1 shock,1,attack(10|SHOCK); var sum = 0; for (i in 0...e.dicehistory.length) { sum = sum + e.dicehistory[i].basevalue; } if (sum == e.countdown) { inflict(SHOCK|1); sfx(~_shock~); } e.dicehistory = [];,Electrify,COUNTDOWN,16,WEAPON,YELLOW,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Warhammer_weakened,Do [shock]10 damage[;] if filled|perfectly[;] inflict [shock]1 shock,1,attack(10|SHOCK); var sum = 0; for (i in 0...e.dicehistory.length) { sum = sum + e.dicehistory[i].basevalue; } if (sum == e.countdown) { inflict(SHOCK|1); sfx(~_shock~); } e.dicehistory = [];,Electrify,COUNTDOWN,12,WEAPON,YELLOW,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,var cubbymodulo = (e.remainingcountdown % 6); if(cubbymodulo == 0) { cubbymodulo = 6; } trace(~cubby modulo:~ + cubbymodulo); e.dicehistory.push(cubbymodulo); trace(~dicehistory:~ + e.dicehistory); var cubbysixes = ((e.remainingcountdown - cubbymodulo) / 6); trace(~cubby sixes:~ + cubbysixes); cubbysixes--; trace(~cubby sixes after being reduced:~ + cubbysixes); for(i in 0...cubbysixes) {e.dicehistory.push(6);} trace(~dicehistory:~ + e.dicehistory);,,
Warhammer 40K,Do [shock]40000 damage[;] if filled|perfectly[;] inflict [shock]20000[],2,attack(40000); var sum = 0; for (i in 0...e.dicehistory.length) { sum = sum + e.dicehistory[i].basevalue; } if (sum == e.countdown) { inflict(SHOCK|20000); sfx(~_shock~); } e.dicehistory = [];,Electrify,COUNTDOWN,99,WEAPON,YELLOW,change_power,change_power,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,var cubbymodulo = (e.remainingcountdown % 6); if(cubbymodulo == 0) { cubbymodulo = 6; }  trace(~cubby modulo:~ + cubbymodulo); e.dicehistory.push(cubbymodulo); trace(~dicehistory:~ + e.dicehistory); var cubbysixes = ((e.remainingcountdown - cubbymodulo) / 6); trace(~cubby sixes:~ + cubbysixes); cubbysixes--; trace(~cubby sixes after being reduced:~ + cubbysixes); for(i in 0...cubbysixes) {e.dicehistory.push(6);} trace(~dicehistory:~ + e.dicehistory);,,
Warhammer 40K_upgraded,Do [shock]40000 damage[;] if filled|perfectly[;] inflict [shock]20000[],2,attack(40000); var sum = 0; for (i in 0...e.dicehistory.length) { sum = sum + e.dicehistory[i].basevalue; } if (sum == e.countdown) { inflict(SHOCK|20000); sfx(~_shock~); } e.dicehistory = [];,Electrify,COUNTDOWN,74,WEAPON,YELLOW,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Warhammer 40K_downgraded,Do [shock]40000 damage[;] if filled|perfectly[;] inflict [shock]2000[],2,attack(40000); var sum = 0; for (i in 0...e.dicehistory.length) { sum = sum + e.dicehistory[i].basevalue; } if (sum == e.countdown) { inflict(SHOCK|2000); sfx(~_shock~); } e.dicehistory = [];,Electrify,COUNTDOWN,99,WEAPON,YELLOW,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Warhammer 40K_weakened,Do [shock]40000 damage[;] if filled|perfectly[;] inflict [shock]2000[],2,attack(40000); var sum = 0; for (i in 0...e.dicehistory.length) { sum = sum + e.dicehistory[i].basevalue; } if (sum == e.countdown) { inflict(SHOCK|2000); sfx(~_shock~); } e.dicehistory = [];,Electrify,COUNTDOWN,74,WEAPON,YELLOW,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
