Name,Description,Witch Spell,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Script: On Dodge,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: End Turn,Script: On any equipment use,Script: Before execute,Script: On Snap,Script: On Fury,Script: On any countdown reduce
Watering Can,Dice value -1|(Cost [mana]1[]: return two dice),1,1,if(getstatusself(MANA) > 0) { removestatusself(MANA|1); if(d < 3) { givedice([1|1]); } else { givedice([d-1|d-2]); } } else { givedice(d-1); },Meganudge,MIN2,,BRIGHTCYAN,change_power,complicate,,,0,YES,NO,,,,,,,,,,,,
Watering Can_upgraded,Dice value -1|(Cost [mana]1[]: return two dice)|[gray](Reuseable),,1,if(getstatusself(MANA) > 0) { removestatusself(MANA|1); if(d < 3) { givedice([1|1]); } else { givedice([d-1|d-2]); } } else { givedice(d-1); },Meganudge,MIN2,,BRIGHTCYAN,,,,,2,YES,NO,,,,,,,,,,,,
Sucker Punch,Do [sword]6[;] return both dice|[gray](must be first action),1,1,attack(6); givedice([actualdice[0].basevalue|actualdice[1].basevalue]);,Shuriken,NORMAL|NORMAL,8,GREEN,change_power,change_power,,_damage,0,NO,NO,,givedice([actualdice[0].basevalue|actualdice[1].basevalue]);,,,,,,if(!onlimit) { if(e.availablethisturn == true) { if(actualdice == null # actualdice.length < 2) { e.animate(~flashandshake~); e.availablethisturn = false; e.unavailabletext = e.displayname; e.unavailabledetails = [~This card must be used~|~first every turn.~]; } else if(actualdice[0].basevalue + actualdice[1].basevalue != 8 && e.availablethisturn == true) {e.animate(~flashandshake~); e.availablethisturn = false; e.unavailabledetails = [~This card must be used~|~first every turn.~]; } } },,,,
Sucker Punch_upgraded,Do [sword]6[;] return both dice|[gray](must be second action),,1,attack(6); givedice([actualdice[0].basevalue|actualdice[1].basevalue]);,Shuriken,NORMAL|NORMAL,8,GREEN,,,,_damage,0,NO,NO,,givedice([actualdice[0].basevalue|actualdice[1].basevalue]);,self.setvar(~lstrike~[;]0); e.availablethisturn = false; e.unavailabledetails = [~This card must be used~|~second every turn.~];,,self.setvar(~lstrike~[;]0); e.availablethisturn = false; e.unavailabletext = e.displayname; e.unavailabledetails = [~This card must be used~|~second every turn.~];,,,if(!onlimit) { self.setvar(~lstrike~[;]self.getvar(~lstrike~)+1); if (self.getvar(~lstrike~) == 1 && e.availablethisturn == false) { e.animate(~flashandshake~); e.availablethisturn = true; } if (self.getvar(~lstrike~) > 1) { if(actualdice == null # actualdice.length < 2) { e.animate(~flashandshake~); e.availablethisturn = false; e.unavailabletext = e.displayname; e.unavailabledetails = [~This card must be used~|~second every turn.~]; } else if(actualdice[0].basevalue + actualdice[1].basevalue != 8 && e.availablethisturn == true) {e.animate(~flashandshake~); e.availablethisturn = false; e.unavailabletext = e.displayname; e.unavailabledetails = [~This card must be used~|~second every turn.~]; } } },,,,
Sucker Punch_downgraded,Do [sword]6[;] return a dice|[gray](must be first action),,1,attack(6);  var returndice = rand([actualdice[0].basevalue|actualdice[1].basevalue]); givedice(returndice);,Shuriken,NORMAL|NORMAL,8,GREEN,,,,_damage,0,NO,NO,,var returndice = rand([actualdice[0].basevalue|actualdice[1].basevalue]); givedice(returndice);,,,,,,if(!onlimit) { if(e.availablethisturn == true) { if(actualdice == null # actualdice.length < 2) { e.animate(~flashandshake~); e.availablethisturn = false; e.unavailabletext = e.displayname; e.unavailabledetails = [~This card must be used~|~first every turn.~]; } else if(actualdice[0].basevalue + actualdice[1].basevalue != 8 && e.availablethisturn == true) {e.animate(~flashandshake~); e.availablethisturn = false; e.unavailabledetails = [~This card must be used~|~first every turn.~]; } } },,,,
Innovate,Get a dice you don't have,1,1,var notseen = [1|2|3|4|5|6]; notseen.remove(d); for (mydice in self.dicepool){ if (mydice.available() && notseen[notseen.indexOf(mydice.basevalue)] != null) {notseen.remove(mydice.basevalue);} } if (notseen.length == 0) {givedice(d); self.textparticle(~You've got all dice!~);} else { shuffle(notseen); givedice(notseen[0]); },Reroll,NORMAL,,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,
Innovate_upgraded,Get a dice you don't have|,,1,var notseen = [1|2|3|4|5|6]; notseen.remove(d); for (mydice in self.dicepool){ if (mydice.available() && notseen[notseen.indexOf(mydice.basevalue)] != null) {notseen.remove(mydice.basevalue);} } if (notseen.length == 0) {givedice(d); self.textparticle(~You've got all dice!~);} else { shuffle(notseen); givedice(notseen[0]); },Reroll,NORMAL,,GREEN,,,,,2,YES,NO,,,,,,,,,,,,
Innovate_downgraded,Get a 4[;] if you don't have one,,1,var flag = true; for (mydice in self.dicepool){ if (mydice.available() && mydice.basevalue == 4) {flag = false; } } if (flag == false) {givedice(d); self.textparticle(~You've got a 4!~);} else { givedice(4); },Reroll,NORMAL,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,
Broadkunai,Do [sword]<double> damage|[gray](Reuseable),,1,attack(d*2);,Steal,MAX2,,RED,change_power,decreaserange,,_damage,3,NO,NO,,,,,,,,,,,,
Broadkunai_upgraded,Do [sword]<double> damage|[gray](Reuseable),,1,attack(d*2);,Steal,MAX2,,RED,,,,_damage,-1,NO,NO,,,,,,,,,,,,
Hell's Bells,Inflict [fire]1 burn per|[weaken]1 weaken on enemy,,1,inflict(FIRE|getstatus(WEAKEN)); /*same situation here as with funk blaster*/,Hellfire,COUNTDOWN,18,RED,change_power,change_function,,_fire,0,NO,NO,,,,,,,,,,,,
Hell's Bells_upgraded,Inflict [fire]1 burn per|[weaken]1 weaken on enemy,,1,inflict(FIRE|getstatus(WEAKEN));,Hellfire,COUNTDOWN,12,RED,,,,_fire,0,NO,NO,,,,,,,,,,,,
Hell's Bells_downgraded,Inflict [fire]1 burn per|[weaken]2 weaken on enemy,,1,var f = getstatus(WEAKEN) * 0.5; if (f % 1 != 0) { f = f - 0.5; } inflict(FIRE|f);,Hellfire,COUNTDOWN,18,RED,,,,_fire,0,NO,NO,,,,,,,,,,,,
Hell's Bells_weakened,Inflict [fire]1 burn per|[weaken]2 weaken on enemy,,1,var f = getstatus(WEAKEN) * 0.5; if (f % 1 != 0) { f = f - 0.5; } inflict(FIRE|f);,Hellfire,COUNTDOWN,12,RED,,,,_fire,0,NO,NO,,,,,,,,,,,,
Jingle Bells,Inflict [ice]1 freeze per|[weaken]1 weaken on enemy,,1,inflict(ICE|getstatus(WEAKEN));,Arctic Storm,COUNTDOWN,18,BRIGHTCYAN,change_power,change_function,,_ice,0,NO,NO,,,,,,,,,,,,
Jingle Bells_upgraded,Inflict [ice]1 freeze per|[weaken]1 weaken on enemy,,1,inflict(ICE|getstatus(WEAKEN));,Arctic Storm,COUNTDOWN,12,BRIGHTCYAN,,,,_ice,0,NO,NO,,,,,,,,,,,,
Jingle Bells_downgraded,Inflict [ice]1 freeze per|[weaken]2 weaken on enemy,,1,var f = getstatus(WEAKEN) * 0.5; if (f % 1 != 0) { f = f - 0.5; } inflict(ICE|f); /* the f is for freeze */,Arctic Storm,COUNTDOWN,18,BRIGHTCYAN,,,,_ice,0,NO,NO,,,,,,,,,,,,
Jingle Bells_weakened,Inflict [ice]1 freeze per|[weaken]2 weaken on enemy,,1,var f = getstatus(WEAKEN) * 0.5; if (f % 1 != 0) { f = f - 0.5; } inflict(ICE|f);,Arctic Storm,COUNTDOWN,12,BRIGHTCYAN,,,,_ice,0,NO,NO,,,,,,,,,,,,
Disco Floor,Inflict [shock]1 shock per|[weaken]1 weaken on enemy,,1,inflict(SHOCK|getstatus(WEAKEN));,Electrify,COUNTDOWN,18,PINK,change_power,change_function,,_shock,0,NO,NO,,,,,e.changecolour(rand([~YELLOW~|~GREEN~|~BLUE~|~RED~|~PURPLE~|~PINK~|~ORANGE~]));,,,,,,,
Disco Floor_upgraded,Inflict [shock]1 shock per|[weaken]1 weaken on enemy,,1,inflict(SHOCK|getstatus(WEAKEN));,Electrify,COUNTDOWN,12,PINK,,,,_shock,0,NO,NO,,,,,e.changecolour(rand([~YELLOW~|~GREEN~|~BLUE~|~RED~|~PURPLE~|~PINK~|~ORANGE~]));,,,,,,,
Disco Floor_downgraded,Inflict [shock]1 shock per|[weaken]2 weaken on enemy,,1,var f = getstatus(WEAKEN) * 0.5; if (f % 1 != 0) { f = f - 0.5; } inflict(SHOCK|f); /* the f is for fuckiambeinghitbyalightningbolt */,Electrify,COUNTDOWN,18,PINK,,,,_shock,0,NO,NO,,,,,,,,,,,,
Disco Floor_weakened,Inflict [shock]1 shock per|[weaken]2 weaken on enemy,,1,var f = getstatus(WEAKEN) * 0.5; if (f % 1 != 0) { f = f - 0.5; } inflict(SHOCK|f);,Electrify,COUNTDOWN,12,PINK,,,,_shock,0,NO,NO,,,,,,,,,,,,
Drill,Inflict [weaken]<d6> weaken,,2,inflict(WEAKEN|d);,Burrower,MAX3,,ORANGE,change_power,change_function,,_weaken,0,NO,NO,,,,,,,,,,,,
Drill_downgraded,Do [weaken]<d6> damage,,2,attack(d|WEAKEN);,Burrower,MAX3,,ORANGE,,,,_weaken,0,NO,NO,,,,,,,,,,,,
Drill_upgraded,Do [weaken]<d6> damage[;] then|inflict [weaken]<d6> weaken,,2,attack(d|WEAKEN); inflict(WEAKEN|d);,Burrower,MAX3,,ORANGE,,,,_weaken,0,NO,NO,,,,,,,,,,,,
Dril,i love saiyng shit like [quote]Yow!|This kittens got Claws![quote]|whenever a woman stabs|me <var:yow> times in the neck|and chest,,2,attack(1);,Throw Dice,COUNTDOWN,45,ORANGE,,change_power,,_damage,0,NO,NO,excludefromrandomlists,,,,self.setvar(~yow~|38);,,,,if (self.getvar(~yow~) > 0) { inflictself(FURY); self.setvar(~yow~|self.getvar(~yow~)-1); },,,
Dril_downgraded,setting foward the|doomsday clock a little bit|because i saw a guy with|yakuza tattoos knifing the|shit out of a mattress,,2,jinx(~Doomsday~|~take [sword]38 damage~|~Take [sword]38 damage~|~attack(38); sfxdamage(null|38);~|target|self|2|(d * 3));  sfx(~_thinghappens~);,Throw Dice,COUNTDOWN,45,RED,,,,_damage,0,NO,NO,excludefromrandomlists,,,,,,,,,,,
Kale Bat,Do [sword]<slotdoubles>. If this defeats[;]|gain max HP equal to excess|damage[;] and destroy this,,2,var thp = target.hp; attack(d); if(target.hp <= 0){ var gain = thp - d; gain -= getstatus(~alternate_weaken~); gain -= getstatusself(~extradamage~); gain += getstatus(~reduce~); if(gain < 0) { self.maxhp -= gain; attackself(gain); sfx(~_heal~); } if(self.layout == ~DECK~) { var deleteindex = -1; for(i in 0...Deck.getcards(~all~).length) if(Deck.getcards(~all~)[i].equipment == e) { deleteindex = i; break; } Deck.getcards(~all~)[deleteindex].delete(); } else { e.name = ~ncrsaysremovethis~; removeequipment(~ncrsaysremovethis~); } },Healthy Eating,DOUBLES|DOUBLES,,GREEN,change_power,change_function,,_damage,0,NO,NO,,,,,,,,,,,,
Kale Bat_upgraded,Do [sword]<d6>. If this defeats[;]|gain max HP equal to excess|damage[;] and destroy this,,2,var thp = target.hp; attack(d); if(target.hp <= 0){ var gain = thp - d; gain -= getstatus(~alternate_weaken~); gain -= getstatusself(~extradamage~); gain += getstatus(~reduce~); if(gain < 0) { self.maxhp -= gain; attackself(gain); sfx(~_heal~); } if(self.layout == ~DECK~) { var deleteindex = -1; for(i in 0...Deck.getcards(~all~).length) if(Deck.getcards(~all~)[i].equipment == e) { deleteindex = i; break; } Deck.getcards(~all~)[deleteindex].delete(); } else { e.name = ~ncrsaysremovethis~; removeequipment(~ncrsaysremovethis~); } },Healthy Eating,NORMAL,,GREEN,,,,_damage,0,NO,NO,,,,,,,,,,,,
Kale Bat_downgraded,Do [sword]6. If this defeats[;]|gain max HP equal to excess|damage[;] and destroy this,,2,d = 6; var thp = target.hp; attack(d); if(target.hp <= 0){ var gain = thp - d; gain -= getstatus(~alternate_weaken~); gain -= getstatusself(~extradamage~); gain += getstatus(~reduce~); if(gain < 0) { self.maxhp -= gain; attackself(gain); sfx(~_heal~); } if(self.layout == ~DECK~) { var deleteindex = -1; for(i in 0...Deck.getcards(~all~).length) if(Deck.getcards(~all~)[i].equipment == e) { deleteindex = i; break; } Deck.getcards(~all~)[deleteindex].delete(); } else { e.name = ~ncrsaysremovethis~; removeequipment(~ncrsaysremovethis~); } },Healthy Eating,REQUIRE6|REQUIRE6,,GREEN,,,,_damage,0,NO,NO,,,,,,,,,,,,
Platinum Blade,Do [sword]<d6> damage. On three|6s in a row[;] start an extra|turn & take this out of play,,2,trace(~here's me on execute:~); trace(self.getvar(~fixedeqlist~).indexOf(e)); var myfixedeqlist = self.getvar(~fixedeqlist~); var myname = ~platinumblade~ + myfixedeqlist.indexOf(e); attack(d); sfxdamage(target|d); if(d == 6) { sfx(~_plasma~); self.setvar(myname|self.getvar(myname) + 1); } else { self.resetvar(myname); } if(self.getvar(myname) >= 3) { if(getstatusself(EXTRATURN) < 1) { inflictself(EXTRATURN); } self.resetvar(myname); e.onceperbattle = true; e.usedthisbattle = true; self.endturnnow(); },Time Stop,NORMAL,,PINK,change_power,change_power,,none,0,NO,NO,cannotreuse,,var myfixedeqlist = self.getvar(~fixedeqlist~); if(myfixedeqlist.length > 0) { var myname = ~platinumblade~ + myfixedeqlist.indexOf(e); self.resetvar(myname); } self.resetvar(~fixedeqlist~); self.setvar(~fixedeqlist~|self.equipment.copy());,var myfixedeqlist = self.getvar(~fixedeqlist~); if(myfixedeqlist.length > 0) { var myname = ~platinumblade~ + myfixedeqlist.indexOf(e); self.resetvar(myname); } self.resetvar(~fixedeqlist~); ,e.maintainfury = false; e.preventdefault = false;,,,trace(~here's me:~); trace(self.getvar(~fixedeqlist~).indexOf(e)),,,var myfixedeqlist = self.getvar(~fixedeqlist~); var myname = ~platinumblade~ + myfixedeqlist.indexOf(e); if(d == 6 && self.getvar(myname) >= 2) { e.maintainfury = true; e.preventdefault = true; },
Platinum Blade_upgraded,Do [sword]<d6> damage. On three|6s in a row[;] gain an extra|turn & take this out of play,,2,var myfixedeqlist = self.getvar(~fixedeqlist~); var myname = ~platinumblade~ + myfixedeqlist.indexOf(e); attack(d); sfxdamage(target|d); if(d == 6) { sfx(~_plasma~); self.setvar(myname|self.getvar(myname) + 1); } else { self.resetvar(myname); } if(self.getvar(myname) >= 3) { if(getstatusself(EXTRATURN) < 1) { inflictself(EXTRATURN); } self.resetvar(myname); e.onceperbattle = true; e.usedthisbattle = true; },Time Stop,NORMAL,,PINK,,,,none,0,NO,NO,cannotreuse,,var myfixedeqlist = self.getvar(~fixedeqlist~); if(myfixedeqlist.length > 0) { var myname = ~platinumblade~ + myfixedeqlist.indexOf(e); self.resetvar(myname); } self.resetvar(~fixedeqlist~); self.setvar(~fixedeqlist~|self.equipment.copy());,var myfixedeqlist = self.getvar(~fixedeqlist~); if(myfixedeqlist.length > 0) { var myname = ~platinumblade~ + myfixedeqlist.indexOf(e); self.resetvar(myname); } self.resetvar(~fixedeqlist~); ,e.maintainfury = false; e.preventdefault = false;,,,trace(~here's me:~); trace(self.getvar(~fixedeqlist~).indexOf(e));,,,,
Platinum Blade_downgraded,Do [sword]<d6> damage. On three|6s in a row[;] start an extra|turn & take this out of play,,2,var myfixedeqlist = self.getvar(~fixedeqlist~); var myname = ~platinumblade~ + myfixedeqlist.indexOf(e); attack(d); sfxdamage(target|d); if(d == 6) { sfx(~_plasma~); self.setvar(myname|self.getvar(myname) + 1); } else { self.resetvar(myname); } if(self.getvar(myname) >= 3) { if(getstatusself(EXTRATURN) < 1) { inflictself(EXTRATURN); } self.resetvar(myname); e.onceperbattle = true; e.usedthisbattle = true; self.endturnnow(); },Time Stop,REQUIRE6,,PINK,,,,none,0,NO,NO,cannotreuse,,var myfixedeqlist = self.getvar(~fixedeqlist~); if(myfixedeqlist.length > 0) { var myname = ~platinumblade~ + myfixedeqlist.indexOf(e); self.resetvar(myname); } self.resetvar(~fixedeqlist~); self.setvar(~fixedeqlist~|self.equipment.copy());,var myfixedeqlist = self.getvar(~fixedeqlist~); if(myfixedeqlist.length > 0) { var myname = ~platinumblade~ + myfixedeqlist.indexOf(e); self.resetvar(myname); } self.resetvar(~fixedeqlist~); ,e.maintainfury = false; e.preventdefault = false;,,,trace(~here's me:~); trace(self.getvar(~fixedeqlist~).indexOf(e));,,,var myfixedeqlist = self.getvar(~fixedeqlist~); var myname = ~platinumblade~ + myfixedeqlist.indexOf(e); if(d == 6 && self.getvar(myname) >= 2) { e.maintainfury = true; e.preventdefault = true; },
Wrongo,Next enemy move applies|to both you and them,1,1,jinx(~Wrongo~|~next move also applies to you~|~Next move also applies to you~|~inflict(\~reversenexttarget\~); inflict(FURY); sfx(\~_fury\~);~|target|self|1|0);,Dramatic Pause,COUNTDOWN,12,RED,change_power,change_power,fury,none,0,NO,NO,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true; /*reversenexttarget doesn't stack*/,
Wrongo_upgraded,Next enemy move applies|to both you and them,,1,jinx(~Wrongo+~|~next move also applies to you~|~Next move also applies to you~|~inflict(\~reversenexttarget\~); inflict(FURY); sfx(\~_fury\~);~|target|self|1|0);,Dramatic Pause,COUNTDOWN,8,RED,,,,none,0,NO,NO,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Wrongo_downgraded,Next enemy move|applies twice,,1,jinx(~Wrongo-~|~next move applies twice~|~Next move applies twice~|~inflict(FURY); sfx(\~_fury\~);~|target|self|1|0);,Dramatic Pause,COUNTDOWN,12,RED,,,,none,0,NO,NO,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Wrongo_weakened,Next enemy move|applies twice,,1,jinx(~Wrongo-~|~next move applies twice~|~Next move applies twice~|~inflict(FURY); sfx(\~_fury\~);~|target|self|1|0);,Dramatic Pause,COUNTDOWN,8,RED,,,,none,0,NO,NO,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Wrongo?,Next enemy move applies|to both you and them[;] and|is unusable the turn after,1,1,jinx(~Wrongo?~|~next move also applies to you~|~Next move also applies to you~|~inflict(\~reversenexttarget\~); inflict(FURY); sfx(\~_fury\~);~|target|self|1|0);,Dramatic Pause,COUNTDOWN,12,RED,change_power,change_power,,none,0,NO,NO,alternateversion,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Wrongo?_upgraded,Next enemy move applies|to both you and them[;] and|is unusable the turn after,,1,jinx(~Wrongo?+~|~next move also applies to you~|~Next move also applies to you~|~inflict(\~reversenexttarget\~); inflict(FURY); sfx(\~_fury\~);~|target|self|1|0);,Dramatic Pause,COUNTDOWN,8,RED,,,,none,0,NO,NO,alternateversion,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Wrongo?_downgraded,Next enemy move|applies twice[;] but is|unusable the turn after,,1,jinx(~Wrongo?-~|~next move applies twice~|~Next move applies twice~|~inflict(FURY); sfx(\~_fury\~);~|target|self|1|0);,Dramatic Pause,COUNTDOWN,12,RED,,,,none,0,NO,NO,alternateversion,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Wrongo?_weakened,Next enemy move|applies twice[;] but is|unusable the turn after,,1,jinx(~Wrongo?-~|~next move applies twice~|~Next move applies twice~|~inflict(FURY); sfx(\~_fury\~);~|target|self|1|0);,Dramatic Pause,COUNTDOWN,8,RED,,,,none,0,NO,NO,alternateversion,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Revolver@ncrmod,Do damage equal to|2x excess value inserted,,2,var myname = ~dicehistorytemp~ + self.getvar(~fixedeqlist~).indexOf(e); trace(~----~); trace(e.dicehistory.length); trace(e.dicehistory); trace(self.getvar(myname)); trace(self.getvar(myname).length); trace(~----~); if((e.dicehistory.length < 1) && self.getvar(myname).length >= e.dicehistory.length && self.getvar(myname).length != null) { trace(~thingdoing!~); e.dicehistory = self.getvar(myname).concat(e.dicehistory); } self.setvar(myname|e.dicehistory.copy()); var sum = 0; var i = 0; while(true) {  if(i > e.dicehistory.length - 1) { trace(~UHHHHHH~); break; }  sum = sum + e.dicehistory[i].basevalue;  trace(sum); trace(~i: ~ + i); i++;  if(sum >= e.countdown) break; } trace(~SPAM~); trace(sum); if (sum - e.countdown > 0) {  attack(2 * (sum - e.countdown)); sfx(~_fire~|~~|0.1);  /*sfxdamage(2 * (sum - e.countdown));*/ } else self.textparticle(~No effect!~); if(self.getvar(~furying~) < 1) { trace(~resetting!~); e.dicehistory = []; self.resetvar(myname); } self.setvar(~furying~|self.getvar(~furying~) - 1);,Dice Bash,COUNTDOWN,9,RED,change_power,change_power,,_damage,0,NO,NO,cannotreuse,,var myfixedeqlist = self.getvar(~fixedeqlist~); if(myfixedeqlist.length > 0) { var myname = ~dicehistorytemp~ + myfixedeqlist.indexOf(e); self.resetvar(myname); } self.resetvar(~fixedeqlist~); self.setvar(~fixedeqlist~|self.equipment.copy());,var myfixedeqlist = self.getvar(~fixedeqlist~); if(myfixedeqlist.length > 0) { var myname = ~dicehistorytemp~ + myfixedeqlist.indexOf(e); self.resetvar(myname); } self.resetvar(~fixedeqlist~); ,if(e.timesused > 0) { var myname = ~dicehistorytemp~ + self.getvar(~fixedeqlist~).indexOf(e); e.dicehistory = []; self.resetvar(myname); } e.timesused = 0; /*kludge if this card gets cursed or is dodged*/,trace(~here's me:~); trace(self.getvar(~fixedeqlist~).indexOf(e));,,,,,self.setvar(~furying~|getstatusself(FURY)); trace(~fury!: ~ + self.getvar(~furying~));,trace(~here's me:~); trace(self.getvar(~fixedeqlist~).indexOf(e)); var myname = ~dicehistorytemp~ + self.getvar(~fixedeqlist~).indexOf(e); trace(e.dicehistory.length); trace(e.dicehistory); trace(self.getvar(myname)); trace(self.getvar(myname).length); if((e.dicehistory.length == 1) && self.getvar(myname).length >= e.dicehistory.length && self.getvar(myname).length != null) { trace(~thingdoing!~); e.dicehistory = self.getvar(myname).concat(e.dicehistory); } self.setvar(myname|e.dicehistory.copy());
Revolver@ncrmod_upgraded,Do damage equal to|2x excess value inserted,,1,var myname = ~dicehistorytemp~ + self.getvar(~fixedeqlist~).indexOf(e); trace(~----~); trace(e.dicehistory.length); trace(e.dicehistory); trace(self.getvar(myname)); trace(self.getvar(myname).length); trace(~----~); if((e.dicehistory.length < 1) && self.getvar(myname).length >= e.dicehistory.length && self.getvar(myname).length != null) { trace(~thingdoing!~); e.dicehistory = self.getvar(myname).concat(e.dicehistory); } self.setvar(myname|e.dicehistory.copy()); var sum = 0; var i = 0; while(true) {  if(i > e.dicehistory.length - 1) { trace(~UHHHHHH~); break; }  sum = sum + e.dicehistory[i].basevalue;  trace(sum); trace(~i: ~ + i); i++;  if(sum >= e.countdown) break; } trace(~SPAM~); trace(sum); if (sum - e.countdown > 0) {  attack(2 * (sum - e.countdown)); sfx(~_fire~|~~|0.1);  /*sfxdamage(2 * (sum - e.countdown));*/ } else self.textparticle(~No effect!~); if(self.getvar(~furying~) < 1) { trace(~resetting!~); e.dicehistory = []; self.resetvar(myname); } self.setvar(~furying~|self.getvar(~furying~) - 1);,Dice Bash,COUNTDOWN,9,RED,,,,_damage,0,NO,NO,cannotreuse,,var myfixedeqlist = self.getvar(~fixedeqlist~); if(myfixedeqlist.length > 0) { var myname = ~dicehistorytemp~ + myfixedeqlist.indexOf(e); self.resetvar(myname); } self.resetvar(~fixedeqlist~); self.setvar(~fixedeqlist~|self.equipment.copy());,var myfixedeqlist = self.getvar(~fixedeqlist~); if(myfixedeqlist.length > 0) { var myname = ~dicehistorytemp~ + myfixedeqlist.indexOf(e); self.resetvar(myname); } self.resetvar(~fixedeqlist~); ,if(e.timesused > 0) { var myname = ~dicehistorytemp~ + self.getvar(~fixedeqlist~).indexOf(e); e.dicehistory = []; self.resetvar(myname); } e.timesused = 0;,trace(~here's me:~); trace(self.getvar(~fixedeqlist~).indexOf(e));,,,,,self.setvar(~furying~|getstatusself(FURY)); trace(~fury!: ~ + self.getvar(~furying~));,trace(~here's me:~); trace(self.getvar(~fixedeqlist~).indexOf(e)); var myname = ~dicehistorytemp~ + self.getvar(~fixedeqlist~).indexOf(e); trace(e.dicehistory.length); trace(e.dicehistory); trace(self.getvar(myname)); trace(self.getvar(myname).length); if((e.dicehistory.length == 1) && self.getvar(myname).length >= e.dicehistory.length && self.getvar(myname).length != null) { trace(~thingdoing!~); e.dicehistory = self.getvar(myname).concat(e.dicehistory); } self.setvar(myname|e.dicehistory.copy());
