Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: On Dodge,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: End Turn,Script: On any equipment use,Script: Before execute,Script: On Snap,Script: On Fury,Script: On any countdown reduce
Ping_weakened,Return excess inserted,1,var sum = 0; for (i in 0...e.dicehistory.length) { sum = sum + e.dicehistory[i].basevalue; } if (sum - e.countdown > 0) { givedice(sum - e.countdown); } else { self.textparticle(~No effect!~); } e.dicehistory = []; ,Replicate,COUNTDOWN,6,GREEN,,,,none,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Thermostat,Remove up to [ice]1 from you|Inflict [ice] equal to excess,1,,Reset Button,,,BRIGHTCYAN,change_power,noeffect,,none,0,NO,NO,,,,,,e.setvar(~thermoactions~|1 - getstatusself(ICE)); removestatusself(ICE);,e.animate(~flashandshake~); if(e.getvar(~thermoactions~) > 0) { inflict(ICE|e.getvar(~thermoactions~)); sfx(~_ice~); },,,,,,
Thermostat_upgraded,Remove up to [ice]2 from you|Inflict [ice] equal to excess,1,,Reset Button,,,BRIGHTCYAN,,,,none,0,NO,NO,,,,,,e.setvar(~thermoactions~|2 - getstatusself(ICE)); removestatusself(ICE|2);,e.animate(~flashandshake~); if(e.getvar(~thermoactions~) > 0) { inflict(ICE|e.getvar(~thermoactions~)); sfx(~_ice~); },,,,,,
Aries Card,If this is never put into|the backpack[;] this will|turn into something good,1,,Tantrum,,,RED,,,,none,0,NO,NO,excludefromrandomlists|unfinished,,,var bosses = [~Madison~|~Buster~|~Audrey~|~Aoife~|~Drake~|~Scathach~|~Beatrice~]; if(bosses[bosses.indexOf(target.name)] != null) { sfx(~music_aries_card~); },,,,,,,,,
Sacrificial Blade@3,Do [sword]<d6> damage|Can be scrapped 3 times,1,attack(d);,Scabbard (1/2),MAX3,,GRAY,change_power,change_function,,_damage,0,NO,NO,excludefromrandomlists|inventoronly,,,,,,,,,,,,
Sacrificial Blade@3_upgraded,Do [sword]<d6> damage|Can be scrapped 5 times,1,attack(d);,Scabbard+ (1/4),MAX5,,GRAY,,,,_damage,0,NO,NO,excludefromrandomlists|inventoronly,,,,,,,,,,,,
Sacrificial Blade@3_downgraded,Do [sword]<d6> damage|Can be scrapped 3 times,1,attack(d);,Scabbard (1/2),REQUIRE3,,GRAY,,,,_damage,0,NO,NO,excludefromrandomlists|inventoronly,,,,,,,,,,,,
Sacrificial Blade@3_weakened,Do [sword]<d6> damage|Can be scrapped 5 times,1,attack(d);,Scabbard+ (1/4),REQUIRE5,,GRAY,,,,_damage,0,NO,NO,excludefromrandomlists|inventoronly,,,,,,,,,,,,
Sacrificial Blade@2,Do [sword]<d6> damage|Can be scrapped twice,1,attack(d);,Scabbard (2/2),MAX2,,GRAY,change_power,change_function,,_damage,0,NO,NO,excludefromrandomlists|inventoronly,,,,,,,,,,,,
Sacrificial Blade@2_upgraded,Do [sword]<d6> damage|Can be scrapped 4 times,1,attack(d);,Scabbard+ (2/4),MAX4,,GRAY,,,,_damage,0,NO,NO,excludefromrandomlists|inventoronly,,,,,,,,,,,,
Sacrificial Blade@2_downgraded,Do [sword]<d6> damage|Can be scrapped twice,1,attack(d);,Scabbard (2/2),REQUIRE2,,GRAY,,,,_damage,0,NO,NO,excludefromrandomlists|inventoronly,,,,,,,,,,,,
Sacrificial Blade@2_weakened,Do [sword]<d6> damage|Can be scrapped 4 times,1,attack(d);,Scabbard+ (2/4),REQUIRE4,,GRAY,,,,_damage,0,NO,NO,excludefromrandomlists|inventoronly,,,,,,,,,,,,
Sacrificial Blade@1,Do [sword]<d6> damage|Scraps to Plasma Gun,1,attack(d);,Plasma Gun,REQUIRE1,,GRAY,change_power,change_function,,_damage,0,NO,NO,excludefromrandomlists|inventoronly,,,,,,,,,,,,
Sacrificial Blade@1_upgraded,Do [sword]<d6> damage|Can be scrapped 3 times,1,attack(d);,Scabbard+ (3/4),MAX3,,GRAY,,,,_damage,0,NO,NO,excludefromrandomlists|inventoronly,,,,,,,,,,,,
Sacrificial Blade@1_downgraded,No effect|Scraps to Plasma Gun,1,attack(d);,Plasma Gun,,,GRAY,,,,_damage,0,NO,NO,excludefromrandomlists|inventoronly,,,,,,,,,,,,
Sacrificial Blade@1_weakened,Do [sword]<d6> damage|Can be scrapped 3 times,1,attack(d);,Scabbard+ (3/4),REQUIRE3,,GRAY,,,,_damage,0,NO,NO,excludefromrandomlists|inventoronly,,,,,,,,,,,,
Sacrificial Blade@0,You shouldn't be seeing this,1,inflictself(VANISH); sfx(~_vanish~); target.textparticle(~Go shout at ncrecc!~);,Less Fluff,,,GRAY,change_power,change_function,,_damage,0,NO,NO,inventoronly|internal|excludefromrandomlists,,,,,,,,,,,,
Sacrificial Blade@0_upgraded,Do [sword]<d6> damage|Can be scrapped twice,1,attack(d);,Scabbard+ (4/4),MAX2,,GRAY,,,,_damage,0,NO,NO,inventoronly|internal|excludefromrandomlists,,,,,,,,,,,,
Sacrificial Blade@0_downgraded,You shouldn't be seeing this|either,1,inflictself(VANISH); sfx(~_vanish~); target.textparticle(~Really[;] go shout at ncrecc!~);,Less Fluff,,,GRAY,,,,_damage,0,NO,NO,inventoronly|internal|excludefromrandomlists,,,,,,,,,,,,
Sacrificial Blade@0_weakened,Do [sword]<d6> damage|Can be scrapped twice,1,attack(d);,Scabbard+ (4/4),REQUIRE2,,GRAY,,,,_damage,0,NO,NO,inventoronly|internal|excludefromrandomlists,,,,,,,,,,,,
Sacrificial Blade@X,You definitely shouldn't be|seeing this,1,inflictself(VANISH); sfx(~_vanish~); target.textparticle(~Go shout at ncrecc!~);,Less Fluff,,,GRAY,change_power,change_function,,_damage,0,NO,NO,inventoronly|internal|excludefromrandomlists,,,,,,,,,,,,
Sacrificial Blade@X_upgraded,Do [sword]<d6> damage|Scraps to Plasma Gun,1,attack(d);,Plasma Gun,REQUIRE1,,GRAY,,,,_damage,0,NO,NO,inventoronly|internal|excludefromrandomlists,,,,,,,,,,,,
Sacrificial Blade@X_downgraded,You really[;] definitely|shouldn't be seeing this,1,inflictself(VANISH); sfx(~_vanish~); target.textparticle(~Really[;] go shout at ncrecc!~);,Less Fluff,,,GRAY,,,,_damage,0,NO,NO,inventoronly|internal|excludefromrandomlists,,,,,,,,,,,,
Sacrificial Blade@X_weakened,No effect|Scraps to Plasma Gun,1,attack(d);,Plasma Gun,,,GRAY,,,,_damage,0,NO,NO,inventoronly|internal|excludefromrandomlists,,,,,,,,,,,,
Virtue Grip,Get sum twice. Overflow|only returns excess dice,1,var s = (actualdice[0].basevalue + actualdice[1].basevalue) % 6; if(s == 0) { s = 6; } givedice([s|s]);,Battle Wrench,NORMAL|NORMAL,,GREEN,change_power,change_function,,none,0,YES,NO,,1,,,,,,,,,,,
Virtue Grip_upgraded,Get sum thrice. Overflow|only returns excess dice,1,var s = (actualdice[0].basevalue + actualdice[1].basevalue) % 6; if(s == 0) { s = 6; } givedice([s|s|s]);,Battle Wrench,NORMAL|NORMAL,,GREEN,,,,none,0,YES,NO,,,,,,,,,,,,,
Virtue Grip_downgraded,Get sum twice. Overflow|only returns excess dice,1,var s = (actualdice[0].basevalue + actualdice[1].basevalue) % 6; if(s == 0) { s = 6; } givedice([s|s]);,Battle Wrench,DOUBLES|DOUBLES,,GREEN,,,,none,0,YES,NO,,,,,,,,,,,,,
Tear Down This Wall,Do [sword]<d6> damage. On even[;]|set a random dice to <d6>,2,attack(d); if(d % 2 == 0) { var dicelist = []; for (mydice in self.dicepool){ if (mydice.available() && mydice.basevalue != d){ dicelist.push(mydice); } } if(dicelist.length > 0) { shuffle(dicelist); dicelist[0].animatereroll(d| self.screenposition()); } },Perfectionism,NORMAL,,PINK,change_power,change_function,,_damage,0,NO,NO,,,,,,,,,,,,,
Tear Down This Wall_upgraded,Do [sword]<d6> damage[;]|set a random dice to <d6>,2,attack(d); var dicelist = []; for (mydice in self.dicepool){ if (mydice.available() && mydice.basevalue != d){ dicelist.push(mydice); } } if(dicelist.length > 0) { shuffle(dicelist); dicelist[0].animatereroll(d| self.screenposition()); },Perfectionism,NORMAL,,PINK,,,,_damage,0,NO,NO,,,,,,,,,,,,,
Tear Down This Wall_downgraded,Do [sword]<d6> damage. On even[;]|set a random dice to <d6>-1,2,attack(d); if(d % 2 == 0) { var dicelist = []; for (mydice in self.dicepool){ if (mydice.available() && mydice.basevalue != d - 1){ dicelist.push(mydice); } } if(dicelist.length > 0) { shuffle(dicelist); dicelist[0].animatereroll(d - 1| self.screenposition()); } } /*i am so original it is crazy!*/,Perfectionism,NORMAL,,PINK,,,,_damage,0,NO,NO,,,,,,,,,,,,,
Two Handed Spike,Even total: Do [sword]<d6>|Odd total: Gain [shield]<d6>|[gray](once per battle),1,if(d%2 == 0){ attack(d); sfx(~_shield~); } else { inflictself(SHIELD| d); sfx(~_shield~); },Pillow Fort,NORMAL|NORMAL,,RED,change_power,complicate,,none,0,YES,YES,,,,,,,,,,if(d % 2 == 0) { e.castdirection = 1; } else { e.castdirection = -1; },,,
Two Handed Spike_upgraded,Even total: Gain [shield]<d6>|Odd total: Do [sword]<d6>|[gray](once per battle),1,if(d%2 == 1){ attack(d); sfx(~_shield~); } else { inflictself(SHIELD| d); sfx(~_shield~); },Pillow Fort,NORMAL|NORMAL,,RED,,,,none,0,YES,YES,,,,,,,,,,if(d % 2 == 1) { e.castdirection = 1; } else { e.castdirection = -1; },,,
Rifle,Do 2x last dice value as dmg|Take 2x excess value as dmg,2,attack(2 * e.dicehistory[e.dicehistory.length - 1].basevalue); var sum = 0; for (i in 0...e.dicehistory.length) { sum = sum + e.dicehistory[i].basevalue; } if (sum - e.countdown > 0) { attackself(2 * (sum - e.countdown)); } e.dicehistory = [],Dice Bash,COUNTDOWN,13,RED,change_power,change_function,,_damage,0,NO,NO,excludefromrandomlists|cannotreuse,,,,,if(e.timesused > 0) { var myname = ~dicehistorytemp~ + self.getvar(~fixedeqlist~).indexOf(e); e.dicehistory = []; self.resetvar(myname); } e.timesused = 0;,,,,,,e.preventdefault = true; e.maintainfury = true;,
Rifle_upgraded,Do 2x last dice value as dmg|Take [sword]3 damage,2,attack(2 * e.dicehistory[e.dicehistory.length - 1].basevalue); var sum = 0; for (i in 0...e.dicehistory.length) { sum = sum + e.dicehistory[i].basevalue; } if (sum - e.countdown > 0) { attackself(3); } e.dicehistory = [],Dice Bash,COUNTDOWN,13,RED,,,,_damage,0,NO,NO,excludefromrandomlists|cannotreuse,,,,,if(e.timesused > 0) { var myname = ~dicehistorytemp~ + self.getvar(~fixedeqlist~).indexOf(e); e.dicehistory = []; self.resetvar(myname); } e.timesused = 0;,,,,,,e.preventdefault = true; e.maintainfury = true;,
Rifle_downgraded,Do last dice value as dmg|Take excess value as dmg,2,attack(e.dicehistory[e.dicehistory.length - 1].basevalue); var sum = 0; for (i in 0...e.dicehistory.length) { sum = sum + e.dicehistory[i].basevalue; } if (sum - e.countdown > 0) { attackself(sum - e.countdown); } e.dicehistory = [],Dice Bash,COUNTDOWN,13,RED,,,,_damage,0,NO,NO,excludefromrandomlists|cannotreuse,,,,,if(e.timesused > 0) { var myname = ~dicehistorytemp~ + self.getvar(~fixedeqlist~).indexOf(e); e.dicehistory = []; self.resetvar(myname); } e.timesused = 0;,,,,,,e.preventdefault = true; e.maintainfury = true;,
Dice Control,Excess value put into any|countdown will be returned,1,,Turbo Boost,,,GREEN,,,,none,0,NO,NO,excludefromrandomlists,,,,,,,,if(e.shockedsetting == 0 && e.isready()) { var lasteq = self.lastequipmentused; if(lasteq != null && lasteq.dicehistory != null && lasteq.countdown > 0 && lasteq.dicehistory.length > 0) { var dh = self.lastequipmentused.dicehistory; var sum = 0; var dhc = dh.copy(); for(dice in dhc) { sum += dice.basevalue; if(sum > lasteq.countdown) break; } if(sum - lasteq.countdown > 0) { givedice(sum - lasteq.countdown); } } } /*small note: when robot uses calculate; that is counted as an equipment use but does *not* set self.lastequipmentused to itself. i don't think this will mess things up but leaving this note just in case it does and some edgy edgecase gets really out of control*/,,,,
Look and Say,Describe these numbers,1,var a1 = actualdice[0].basevalue; var a2 = actualdice[1].basevalue; var a3 = actualdice[2].basevalue; if (a1 == a2) { if (a1 == a3) { givedice([3|a3]); } else { givedice([2|a1]); givedice([1|a3]); } } else { givedice([1|a1]); if (a2 == a3) { givedice([2|a2]); } else { givedice([1|a2]); givedice([1|a3]); } } /*this item is ultra-niche and i cannot think of why anyone would want to use it. except maybe getting 3 extra pips on a countdown.*/,Magic Dice,NORMAL|NORMAL|NORMAL,,GREEN,change_power,change_function,,,0,YES,NO,,,,,,,,,,,,,
Look and Say_upgraded,Describe these numbers|,1,var a1 = actualdice[0].basevalue; var a2 = actualdice[1].basevalue; var a3 = actualdice[2].basevalue; if (a1 == a2) { if (a1 == a3) { givedice([3|a3]); } else { givedice([2|a1]); givedice([1|a3]); } } else { givedice([1|a1]); if (a2 == a3) { givedice([2|a2]); } else { givedice([1|a2]); givedice([1|a3]); } },Magic Dice,NORMAL|NORMAL|NORMAL,,GREEN,,,,,2,YES,NO,,,,,,,,,,,,,
Look and Say_downgraded,Describe these numbers,1,var a1 = actualdice[0].basevalue; var a2 = actualdice[1].basevalue; var a3 = actualdice[2].basevalue; if (a1 == a2) { if (a1 == a3) { givedice([3|a3]); } else { givedice([2|a1]); givedice([1|a3]); } } else { givedice([1|a1]); if (a2 == a3) { givedice([2|a2]); } else { givedice([1|a2]); givedice([1|a3]); } },Magic Dice,MAX4|MAX4|MAX4,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Bumpbomb,Do [sword]<d6> damage. On 6[;]|bump all dice below 6,2,attack(d); if(d == 6) { var c = 0; for(mydice in self.dicepool){ if(mydice.available() && !mydice.intween() && mydice.basevalue != 6) { mydice.animatereroll(mydice.basevalue + 1|self.screenposition()|c * 0.05); } } } /*if(d == 6) { var c = 0; var extradice = []; for (mydice in self.dicepool){ if (mydice.available()){ if (mydice.basevalue >= 6){ extradice.push(1); mydice.animatereroll(6| self.screenposition()| c * 0.05); } else { mydice.animatereroll((mydice.basevalue + 1)| self.screenposition()| c * 0.05); } c++; } } givedice(extradice); } yeah i literally just copypasted megabump into here. NO fear; baby! */,Megabump,NORMAL,,GREEN,change_power,change_function,,_damage,0,NO,NO,,,,,,,,,,,,,
Bumpbomb_upgraded,Do [sword]<d6> damage. On 5 or 6[;]|bump all dice below 6,2,attack(d); if(d == 6 # d == 5) { var c = 0; for(mydice in self.dicepool){ if(mydice.available() && !mydice.intween() && mydice.basevalue != 6) { mydice.animatereroll(mydice.basevalue + 1|self.screenposition()|c * 0.05); } } },Megabump,NORMAL,,GREEN,,,,_damage,0,NO,NO,,,,,,,,,,,,,
Bumpbomb_downgraded,Do [sword]<d6> damage. On 6[;]|bump highest non-6 dice,2,attack(d); if(d == 6 && self.dicepool.length > 0) { var max = 0; for (mydice in self.dicepool){ if (mydice.available() && !mydice.intween() && mydice.basevalue > max && mydice.basevalue != 6) { max = mydice.basevalue; } } for (mydice in self.dicepool){ if(mydice.available() && mydice.basevalue == max) { mydice.animatereroll(mydice.basevalue + 1); break; } } } /*if(d == 6 && self.dicepool.length > 0) { var max = 0; for (mydice in self.dicepool){ if (mydice.available() && mydice.basevalue > max) { max = mydice.basevalue; } } for (mydice in self.dicepool){ if(mydice.available() && mydice.basevalue == max) { if(mydice.basevalue != 6) { mydice.animatereroll(mydice.basevalue + 1); break; } else { mydice.animatereroll(6); givedice(1); break; } } } }*/,Megabump,NORMAL,,GREEN,,,,_damage,0,NO,NO,,,,,,,,,,,,,
Scrap Crystal,Recover [heal]3 health|(Always offered as scrap),1,attackself(-3);,Rejuvenate,MIN4,,GRAY,change_power,complicate,,_heal,0,YES,NO,appearsforparts,,,,,,,,,,,,
Scrap Crystal_upgraded,Recover [heal]3 health|(Always offered as scrap)|,1,attackself(-3);,Rejuvenate,MIN4,,GRAY,,,,_heal,2,YES,NO,appearsforparts,,,,,,,,,,,,
Scrap Crystal_downgraded,Recover [heal]3 health|(Always offered as scrap),1,attackself(-3);,Rejuvenate,REQUIRE5,,GRAY,,,,_heal,0,YES,NO,appearsforparts,,,,,,,,,,,,
Gyrate Hook?,Do [sword]<d6> damage[;] on|a random number (X)[;]|keep the dice,2,attack(d);,Efficiency,NORMAL,,YELLOW,reducesize,change_function,,_damage,0,NO,NO,alternateversion,,,,,var desc = ~~ + e.fulldescription; var replacesymbols = [~(X)~|~(1)~|~(2)~|~(3)~|~(4)~|~(5)~|~(6)~]; for(s in replacesymbols) { if(desc.split(s).length > 1) { e.fulldescription = desc.split(~~ + s).join(~(~ + rand([1|2|3|4|5|6]) + ~)~); } },,,,var desccheck = e.fulldescription.split(~<d6>~); if(desccheck[1].indexOf(~~ + d) > 0) { inflictself(REEQUIPNEXT); sfx(~_recycle~|~~|0.2); e.animate(~flash~); var desc = ~~ + e.fulldescription; var replacesymbols = [~(X)~|~(1)~|~(2)~|~(3)~|~(4)~|~(5)~|~(6)~]; for(s in replacesymbols) { if(desc.split(s).length > 1) { e.fulldescription = desc.split(~~ + s).join(~(~ + rand([1|2|3|4|5|6]) + ~)~); } } },,,
Gyrate Hook?_downgraded,Do [sword]<d6> damage[;] on|a random number (5)[;]|keep the dice,2,attack(d);,Efficiency,MAX5,,YELLOW,,,,_damage,0,NO,NO,alternateversion,,,,,var desc = ~~ + e.fulldescription; var replacesymbols = [~(X)~|~(1)~|~(2)~|~(3)~|~(4)~|~(5)~|~(6)~]; for(s in replacesymbols) { if(desc.split(s).length > 1) { e.fulldescription = desc.split(~~ + s).join(~(~ + rand([1|2|3|4|5|6]) + ~)~); } },,,,var desccheck = e.fulldescription.split(~<d6>~); if(desccheck[1].indexOf(~~ + d) > 0) { inflictself(REEQUIPNEXT); sfx(~_recycle~|~~|0.2); e.animate(~flash~); var desc = ~~ + e.fulldescription; var replacesymbols = [~(X)~|~(1)~|~(2)~|~(3)~|~(4)~|~(5)~|~(6)~]; for(s in replacesymbols) { if(desc.split(s).length > 1) { e.fulldescription = desc.split(~~ + s).join(~(~ + rand([1|2|3|4|5|6]) + ~)~); } } },,,
Gyrate Hook?_weakened,Do [sword]<d6> damage[;] on|a random number (5)[;]|keep the dice,1,attack(d);,Efficiency,MAX5,,YELLOW,,,,_damage,0,NO,NO,alternateversion,,,,,var desc = ~~ + e.fulldescription; var replacesymbols = [~(X)~|~(1)~|~(2)~|~(3)~|~(4)~|~(5)~|~(6)~]; for(s in replacesymbols) { if(desc.split(s).length > 1) { e.fulldescription = desc.split(~~ + s).join(~(~ + rand([1|2|3|4|5|6]) + ~)~); } },,,,var desccheck = e.fulldescription.split(~<d6>~); if(desccheck[1].indexOf(~~ + d) > 0) { inflictself(REEQUIPNEXT); sfx(~_recycle~|~~|0.2); e.animate(~flash~); var desc = ~~ + e.fulldescription; var replacesymbols = [~(X)~|~(1)~|~(2)~|~(3)~|~(4)~|~(5)~|~(6)~]; for(s in replacesymbols) { if(desc.split(s).length > 1) { e.fulldescription = desc.split(~~ + s).join(~(~ + rand([1|2|3|4|5|6]) + ~)~); } } },,,
Gyrate Hook?_deckupgrade,Do [sword]<d6> damage[;] on|a random number (X)[;]|keep the dice,2,attack(d);,Efficiency,NORMAL|FREE1,,YELLOW,,,,_damage,0,NO,NO,alternateversion,,,,,var desc = ~~ + e.fulldescription; var replacesymbols = [~(X)~|~(1)~|~(2)~|~(3)~|~(4)~|~(5)~|~(6)~]; for(s in replacesymbols) { if(desc.split(s).length > 1) { e.fulldescription = desc.split(~~ + s).join(~(~ + rand([1|2|3|4|5|6]) + ~)~); } },,,,var desccheck = e.fulldescription.split(~<d6>~); if(desccheck[1].indexOf(~~ + (d - 1)) > 0) { inflictself(REEQUIPNEXT); sfx(~_recycle~|~~|0.2); e.animate(~flash~); var desc = ~~ + e.fulldescription; var replacesymbols = [~(X)~|~(1)~|~(2)~|~(3)~|~(4)~|~(5)~|~(6)~]; for(s in replacesymbols) { if(desc.split(s).length > 1) { e.fulldescription = desc.split(~~ + s).join(~(~ + rand([1|2|3|4|5|6]) + ~)~); } } },,,
Cactus[],Needle|Gain [thorns]1 thorns,2,inflictself(THORNS|1);,Needle,,,GREEN,,change_function,,_thorns,0,YES,NO,powercard,,,,,,,,,,,,
Cactus[]_downgraded,Poke|Do [sword]2 damage,2,attack(2); sfxdamage(target|2); sfx(~_thorns~|~~|0.2);,Needle,,,GREEN,,,,,,,,powercard,,,,,,,,,,,,
Debate Ender,Convert Ultima to Buster|On jackpot[;] vice versa,1,,Lucky Shot,,,GRAY,,change_function,,none,0,NO,NO,,,,,,/*for(eq in self.equipment) { if((eq.name == ~Ultima Weapon~ # eq.name == ~Buster Sword~) && eq.namemodifier == ~+~) { eq.setvar(~yeppiamupgraded~|true); } }*/,for(eq in self.equipment) { if(eq.name == ~Ultima Weapon~ && (eq.namemodifier == ~+~ # eq.originallyupgraded == true)) { var wknme = false; if(eq.namemodifier == ~-~) { wknme = true; } var oldx = eq.x; var oldy = eq.y; eq.create(~Buster Sword~|true); eq.x = oldx; eq.y = oldy; if(wknme == true) { eq.downgrade(); } eq.animate(~flashandshake~); e.setvar(~flashflag~|true); } else if(eq.name == ~Ultima Weapon~) { var wknme = false; if(eq.namemodifier == ~-~) { wknme = true; } var oldx = eq.x; var oldy = eq.y; eq.create(~Buster Sword~|false); eq.x = oldx; eq.y = oldy; if(wknme == true) { eq.downgrade(); } eq.animate(~flashandshake~); e.setvar(~flashflag~|true); } } if(e.getvar(~flashflag~) == true) { e.animate(~flashandshake~); sfx(~openchest~); if(e.col != 0) { e.changecolour(~GRAY~); } e.setvar(~flashflag~|false); },/*if(e.col != 0) { e.changecolour(~GRAY~); }*/,if(self.roll_jackpot > 0) { for(eq in self.equipment) { if(eq.name == ~Buster Sword~ && (eq.namemodifier == ~+~ # eq.originallyupgraded == true)) { var wknme = false; if(eq.namemodifier == ~-~) { wknme = true; } var oldx = eq.x; var oldy = eq.y; eq.create(~Ultima Weapon+~|true); eq.x = oldx; eq.y = oldy; if(wknme == true) { eq.downgrade(); } eq.animate(~flashandshake~); e.setvar(~flashflag~|true); } else if(eq.name == ~Buster Sword~) { var wknme = false; if(eq.namemodifier == ~-~) { wknme = true; } var oldx = eq.x; var oldy = eq.y; eq.create(~Ultima Weapon~|false); eq.x = oldx; eq.y = oldy; if(wknme == true) { eq.downgrade(); } eq.animate(~flashandshake~); e.setvar(~flashflag~|true); } } if(e.getvar(~flashflag~) == true) { e.animate(~flashandshake~); if(e.col != 4) { e.changecolour(~YELLOW~); } sfx(~openchest~); e.setvar(~flashflag~|false); } },,,,
